id	displayName	birthName	birthDate	birthLocation	heightCm	primaryProfessions	primaryImageUrl	biography
nm1095640	Rebecca Cammisa					cinematographer|director|producer	https://m.media-amazon.com/images/M/MV5BMTg0OTg4NzgwM15BMl5BanBnXkFtZTcwNDgzMzM1Nw@@._V1_.jpg	"Rebecca Cammisa is a two-time Oscar®-nominated and Emmy award-winning filmmaker.  Her first feature documentary film, ""Sister Helen"" aired on HBO, and won the 2002 Sundance Film Festival's Documentary Directing Award. ""Sister Helen"" also received an Emmy award nomination for Outstanding Cultural and Artistic Programming and an Outstanding Directorial Achievement in Documentary Film Award nomination from the Directors Guild of America.  Rebecca founded Documentress Films, teamed up with Mr. Mudd Productions, and directed and produced the 2010 Oscar®-nominated documentary, ""Which Way Home"" for which she also received a Fulbright Fellowship for Filmmaking.  ""Which Way Home"" was nominated for a 2010 Independent Spirit Award for Best Documentary and received four Emmy nominations. ""Which Way Home"" went on to win a News & Documentary EMMY Award for Outstanding Informational Programming and the Robert F. Kennedy Journalism Awards Grand Prize.  Rebecca's next film, ""God is the Bigger Elvis"" received a 2012 Oscar® nomination for Best Documentary Short Subject, a 2013 Emmy award nomination for Outstanding Arts & Cultural Programming, and a 2012 IDA Documentary Award nomination in the Short Film category.  Rebecca was awarded a John Simon Guggenheim Fellowship for Filmmaking and began her next film, ""Atomic Homefront"" which received a 2016 MacArthur Foundation Film Grant. ""Atomic Homefront"" premiered on HBO and won the 2019 Robert F. Kennedy Journalism Award for Domestic Television and the 2019 Impact Docs Award for Best Documentary Film.  Recently, Rebecca shared in executive producing Richard Ladkani's ""Sea of Shadows,"" a feature documentary that won the 2019 Sundance Film Festival's World Documentary Audience Award and premiered on the National Geographic Channel."
nm0175768	Christine Conradt			Omaha, Nebraska, USA	168	director|producer|writer	https://m.media-amazon.com/images/M/MV5BNDk2ZWEzODItZTJmZC00ZjVjLTkyZjUtZWY1MWQzN2QwODkzXkEyXkFqcGc@._V1_.jpg	Originally from Lincoln, Nebraska, Christine Conradt is an L.A.-based screenwriter, producer, director, and script consultant. After earning a BFA in screenwriting from the University of Southern California's Cinematic Arts program, she worked briefly in development before launching her screenwriting career. She later went back to grad school and received an MCJ from Boston University where she focused on cybercrime and juvenile delinquency.
nm4200046	Chew Barker					director|writer		Chew Barker is known for Bedlam (2015).
nm0252067	Debra Eisenstadt					actress|director|producer	https://m.media-amazon.com/images/M/MV5BZDhhYWQ1NjEtOGRjNC00ZDlhLWE2YTItZjFjNmE4MjdhZTM1XkEyXkFqcGc@._V1_.jpg	"Debra Eisenstadt is an American writer, director, producer, and editor. She began her career as an actress, most notably starring in the theater and film versions of David Mamet's Oleanna. She wrote, produced, directed, and edited the feature films Daydream Believer; winner of The Independent Spirit Award ""Someone To Watch"" and The Grand Jury Prize at The Slamdance Film Festival, The Limbo Room (with Melissa Leo, Peter Dinklage), Before The Sun Explodes, SXSW (2016) and Blush, Sundance (2019). Eisenstadt has written and directed for Nickelodeon, works as a script doctor, a teacher and has Executive Produced the acclaimed and award-winning documentaries, Kurt Cobain; Montage Of Heck, Jane and Moonage Daydream."
nm0103186	Dale G. Bradley					director|producer|writer	https://m.media-amazon.com/images/M/MV5BMTZjYjY0Y2EtNDBlNC00YTk1LTk0YTktMGQxYWE3MjQ1ODg2XkEyXkFqcGc@._V1_.jpg	After 25 years working with his brother Grant and having established one of New Zealands largest film production companies (Daybreak Pacific), Dale and Grant are now active producers in Queensland, Australia. Dale continues to direct and produce. Their Australian production company, Limelight International, produces feature films and television series of all budgets including the ambitious romantic adventure, Singularity (directed by Roland Joffe).
nm0489949	Carlo Lastricati		1921	Rome, Lazio, Italy		assistant_director|producer|production_manager		Carlo Lastricati was born in 1921 in Rome, Lazio, Italy. He is an assistant director and production manager, known for Barbarella (1968), Contempt (1963) and Fast and Sexy (1958).
nm0371059	Jamie Uys	Johannes Jacobus Uys	1921-05-30	Boksburg, South Africa		director|producer|writer	https://m.media-amazon.com/images/M/MV5BMTM2Mjg2NTQzMV5BMl5BanBnXkFtZTcwNTc5ODgwMw@@._V1_.jpg	Jamie Uys was an internationally acclaimed film director who completed 24 films. Prizes for his work included the 1981 Grand Prix at the Festival International du Film de Comedy Vevey for 'The Gods Must be Crazy' and the Hollywood Foreign Press Association award for best documentary in 1974 for 'Beautiful People' aka 'Animals are Beautiful People'. 'The Gods Must be Crazy' enjoyed three years of uninterrupted screening in the United States.
nm10673762	Jesús Canchola Sánchez					actor|director|writer		"Jesús Canchola Sánchez had his first short story published at the age of 7 in his Chicago elementary school newspaper. He is making his feature length directorial debut with Agua Agridulce (Bittersweet Waters). His short film Cuban Colors was an official selection of the 6th Annual Puerto Rico Queer Filmfest and Mix Mexico 21st Sexual Diversity Film Festival. Jesús' short story pregnant boy appears in the book anthology From Macho to Mariposa published by Tincture and he collaborated on Crossing the BLVD published by WW Norton & Co. His piece Kicked Out produced for In the Life was nominated for outstanding TV journalism by the GLAAD Media Awards. He was a producer on the morning talk Las Comadres con Gloria B which aired on Telemundo 47 in the tri-state area. He received the Hispanic Playwrights in Residence award by INTAR Theater and won the Pregones Theater Asunción Playwrights Competition. As an actor, he appeared on NBC's Late Nigh with Conan O'Brien ""Conando"" sketches and danced on Bhangra Dance Workout of Massala Productions. He was on stage at the Public Theater in 365 days/365 plays, Pregones Theater, Fringe NYC and played Demetrius in A Midsummer Night's Dream directed by Stuart Vaughan at the Lucille Lortel Theater. Jesús is a graduate of Antioch College and the Actors Studio Drama School."
nm0954930	Enid Zentelis					director|podcaster|writer	https://m.media-amazon.com/images/M/MV5BYmVkYjY3MjctNmVlNi00ZDNmLWEzMzctNDNjZWNiNmY4MTAyXkEyXkFqcGc@._V1_.jpg	Enid Zentelis is a director, writer and podcaster, known for features Evergreen (2004), Sundance Grand Jury Prize Nominee, Bottled Up (2014), Nora Ephron Prize nominee, Tribeca FF, and podcast series How My Grandmother Won WWII (2021). She created the foundational class Feminist Filmmakers for NYU/Tisch UG Film and TV. She is a first generation American, born to a Hungarian-Jewish mother and Latvian father. She attended NYU Graduate Film School on a full scholarship.
nm2029106	Chad Archibald		1981-07-30	Guelph, Ontario, Canada		director|producer|writer	https://m.media-amazon.com/images/M/MV5BMzJjNzkyYjgtY2RmZi00YTZmLWE3NzMtZDEyNDE3NjE0ZDQ0XkEyXkFqcGc@._V1_.jpg	"With a prolific career producing over 35 feature films, including the critically acclaimed ""Vicious Fun"" on Shudder and the award-winning thriller ""The Oak Room,"" Chad Archibald has been a force in the Canadian genre film industry. He is also the founder and co-owner of the Canadian production house Black Fawn Films and its distribution arm, Black Fawn Distribution.  As a director, Archibald's breakout film ""Bite"" shook the festival circuit to its core, earning its infamous reputation after ambulances were rushed to its sold-out world premiere at The Fantasia International Film Festival. Stunned audiences celebrated the film's ""Falling Ovation"" as people were attended to by EMTs for fainting. Praised as ""amazing to witness"" by Ain't It Cool News, the film went on to clinch Fantasia's prestigious Audience Award.  Archibald's subsequent works, such as the haunting thriller ""The Heretics"" and the atmospheric genre mash-up ""I'll Take Your Dead,"" have captivated global audiences and secured distribution on platforms including HBO, Crave, and Shout! Factory. His latest endeavor, the mind-bending feature ""It Feeds"" starring Ashley Greene (The Twilight Saga) and Shawn Ashmore (The X-Men Franchise, The Boys, The Rookie), is set for release in 2025.  Archibald's creative hand also extends to television where he's making waves as a writer and director on the Eli Roth produced series ""The Haunted Museum"" for Discovery+.  With each project, Chad Archibald continues to push the boundaries of horror cinema as a trailblazer in storytelling and genre-bending entertainment."
nm0054685	Tomás Barina		1974-11-22			actor|director|writer		Tomás Barina was born on 22 November 1974. He is a director and writer, known for Konec sezóny (1999), Bobule (2008) and Vzteklina (2017).
nm2149571	Adamo P. Cultraro	Adamo Paolo Cultraro	1973-06-06		191	director|producer|writer	https://m.media-amazon.com/images/M/MV5BMjEyMzgxMjE4Ml5BMl5BanBnXkFtZTcwOTg2MDczMQ@@._V1_.jpg	Adamo Paolo Cultraro was born in Toronto, Canada and spoke only Italian in his youth. At an early age, Adamo displayed a flair for the arts, becoming an accomplished artist, prolific drawer, draftsman and wood carver. A true writer, Adamo wrote some of his first short stories at age six, and wrote a vampire novella at age ten that was way ahead of its time. At age twelve he was directing elaborate small scale stage plays that he would put on for his friends using his sister's Barbie dolls as actors.  For someone with much talent, Adamo did shockingly poorly at school, barely being able to maintain a C average all the way up to high school even though his IQ was found to be 177. Adamo has a firm command of English, Italian, French, and is fairly proficient at Spanish besides a smattering of a half a dozen other languages. College wasn't even an option after high school and so Adamo went straight to work as a draftsman in a structural steel plant. Within three years he was 3rd in command of 120 people and basically running the place. Adamo prides himself on being a skilled and accomplished salesman par excellence, a skill that's been well used in his emerging Hollywood career.  Involved with firearms at an early age, Adamo was also licensed as a Class 7 Federal Firearms Licensee and has an intimate knowledge of a range of firearms platforms which gives his action films an authenticity that many directors can't achieve without outside help. Coupled with his lifelong study of martial arts, Adamo is poised to become the quintessential action movie writer-director.
nm0225164	Brandon DiCamillo	Brandon Ralph DiCamillo	1976-11-15	West Chester, Pennsylvania, USA	177	actor|director|writer	https://m.media-amazon.com/images/M/MV5BNjI1MTg2MTI4Nl5BMl5BanBnXkFtZTcwNTI5MzgwOA@@._V1_.jpg	"In his youth, Brandon DiCamillo worked in the Neiman Marcus department store, and later co-authored the video series CKY and Haggard. Brandon said he did not like Hollywood work. DiCamillo has an outstanding comedic talent. He is also well known for his prank calls. Brandon got the nickname ""Dico"", by which he is often called in the show Viva la Bam!. DiCamillo is the vocalist of the band Gnarkill."
nm1892252	Vivek Agnihotri	Vivek Ranjan Agnihotri	1973-12-21	Gwalior, Madhya Pradesh, India	171	director|producer|writer	https://m.media-amazon.com/images/M/MV5BZmU4ZTNmYzEtN2M0YS00N2ZiLWJmOGQtOTRiMTkxMjE0M2Y0XkEyXkFqcGc@._V1_.jpg	Vivek Agnihotri (born 10th November) is an avant garde Indian film director, producer and screenwriter. Agnihotri is one of the few new age Hindi cinema film directors, known to experiment in different genres of film making. He has ventured into genres like erotica, thriller, sports, political dramas and love stories making him a multiple genre director. He is credited to direct India's first mainstream football film (Dhana Dhan Goal) at a time when not many producers were investing in sports films in Bollywood. Agnihotri also directed India's first Erotic thriller (Hate Story) that was produced by Vikram Bhatt and was a critical and commercial success.  Agnihotri made his directorial debut with Chocolate: Deep Dark Secrets (2005) which had multiple stars with Anil Kapoor, Emraan Hashmi, Sunil Shetty, Irfan Khan, Sushma Reddy and Tanushree Dutta in lead roles. Its still rated as one of the most stylized suspense drama. Chocolate has been listed as one of the best city (London) films.  Vivek Agnihotri's upcoming films include Buddha in a Traffic Jam that is set on the backdrop of the Maoist movement in India. Another of his upcoming film is named Freedom which is a hard hitting political drama. Agnihotri is also directing a psychological drama Zid that would be produced by Anubhav Sinha. In 2002, he created his production house named Vivek Agnihotri Creates Pvt Ltd.
nm0587955	Bennett Miller		1966-12-30	New York City, New York, USA	185	cinematographer|director|producer	https://m.media-amazon.com/images/M/MV5BMTY1MDMxNjk4Nl5BMl5BanBnXkFtZTYwMzExMzQ3._V1_.jpg	"Bennett Miller is an American film director, best known for Capote (2005), Moneyball (2011), and Foxcatcher (2014). He began his film career directing the 1998 documentary The Cruise.  In 2006 Miller directed the Bob Dylan music video ""When the Deal Goes Down"" starring Scarlett Johansson.  Miller has directed 6 actors to Oscar nominations: Philip Seymour Hoffman and Catherine Keener for Capote, Brad Pitt and Jonah Hill for Moneyball, and Steve Carell and Mark Ruffalo for Foxcatcher. Hoffman won the Oscar for his work in Capote."
